"applications","connections","day","year","isoWeek","isoYear","isoYearIsoWeek","jobApplicationCandidateIds","month","pageviews","sessions","uniquePageviews"
0,0,26,2020,9,,20209,"[]",2,0,0,
0,0,27,2020,9,,20209,"[]",2,0,0,
0,0,28,2020,9,,20209,"[]",2,0,0,
0,0,29,2020,9,,20209,"[]",2,0,0,
0,0,1,2020,9,,20209,"[]",3,0,0,
0,0,2,2020,10,,202010,"[]",3,0,0,
0,0,3,2020,10,,202010,"[]",3,0,0,
0,0,4,2020,10,,202010,"[]",3,0,0,
0,0,5,2020,10,,202010,"[]",3,0,0,
0,0,6,2020,10,,202010,"[]",3,0,0,
0,0,7,2020,10,,202010,"[]",3,0,0,
0,0,8,2020,10,,202010,"[]",3,0,0,
0,0,9,2020,11,,202011,"[]",3,0,0,
0,0,10,2020,11,,202011,"[]",3,0,0,
0,0,11,2020,11,,202011,"[]",3,0,0,
0,0,12,2020,11,,202011,"[]",3,0,0,
0,0,13,2020,11,,202011,"[]",3,0,0,
0,0,14,2020,11,,202011,"[]",3,0,0,
0,0,15,2020,11,,202011,"[]",3,0,0,
0,0,16,2020,12,,202012,"[]",3,0,0,
0,0,17,2020,12,,202012,"[]",3,0,0,
0,0,18,2020,12,,202012,"[]",3,0,0,
0,0,19,2020,12,,202012,"[]",3,0,0,
0,0,20,2020,12,,202012,"[]",3,0,0,
0,0,21,2020,12,,202012,"[]",3,0,0,
0,0,22,2020,12,,202012,"[]",3,0,0,
0,0,23,2020,13,,202013,"[]",3,0,0,
0,0,24,2020,13,,202013,"[]",3,0,0,
0,0,25,2020,13,,202013,"[]",3,0,0,
0,0,26,2020,13,,202013,"[]",3,0,0,
0,0,27,2020,13,,202013,"[]",3,0,0,
0,0,28,2020,13,,202013,"[]",3,0,0,
0,0,29,2020,13,,202013,"[]",3,0,0,
0,0,30,2020,14,,202014,"[]",3,0,0,
0,0,31,2020,14,,202014,"[]",3,0,0,
0,0,1,2020,14,,202014,"[]",4,0,0,
0,0,2,2020,14,,202014,"[]",4,0,0,
0,0,3,2020,14,,202014,"[]",4,0,0,
0,0,4,2020,14,,202014,"[]",4,0,0,
0,0,5,2020,14,,202014,"[]",4,0,0,
0,0,6,2020,15,,202015,"[]",4,0,0,
0,0,7,2020,15,,202015,"[]",4,0,0,
0,0,8,2020,15,,202015,"[]",4,0,0,
0,0,9,2020,15,,202015,"[]",4,0,0,
0,0,10,2020,15,,202015,"[]",4,0,0,
0,0,11,2020,15,,202015,"[]",4,0,0,
0,0,12,2020,15,,202015,"[]",4,0,0,
0,0,13,2020,16,,202016,"[]",4,0,0,
0,0,14,2020,16,,202016,"[]",4,0,0,
0,0,15,2020,16,,202016,"[]",4,0,0,
0,0,16,2020,16,,202016,"[]",4,0,0,
0,0,17,2020,16,,202016,"[]",4,0,0,
0,0,18,2020,16,,202016,"[]",4,0,0,
0,0,19,2020,16,,202016,"[]",4,0,0,
0,0,20,2020,17,,202017,"[]",4,0,0,
0,0,21,2020,17,,202017,"[]",4,0,0,
0,0,22,2020,17,,202017,"[]",4,0,0,
0,0,23,2020,17,,202017,"[]",4,0,0,
0,0,24,2020,17,,202017,"[]",4,0,0,
0,0,25,2020,17,,202017,"[]",4,0,0,
0,0,26,2020,17,,202017,"[]",4,0,0,
0,0,27,2020,18,,202018,"[]",4,0,0,
0,0,28,2020,18,,202018,"[]",4,0,0,
0,0,29,2020,18,,202018,"[]",4,0,0,
0,0,30,2020,18,,202018,"[]",4,0,0,
0,0,1,2020,18,,202018,"[]",5,0,0,
0,0,2,2020,18,,202018,"[]",5,0,0,
0,0,3,2020,18,,202018,"[]",5,0,0,
0,0,4,2020,19,,202019,"[]",5,0,0,
0,0,5,2020,19,,202019,"[]",5,0,0,
0,0,6,2020,19,,202019,"[]",5,0,0,
0,0,7,2020,19,,202019,"[]",5,0,0,
0,0,8,2020,19,,202019,"[]",5,0,0,
0,0,9,2020,19,,202019,"[]",5,0,0,
0,0,10,2020,19,,202019,"[]",5,0,0,
0,0,11,2020,20,,202020,"[]",5,0,0,
0,0,12,2020,20,,202020,"[]",5,0,0,
0,0,13,2020,20,,202020,"[]",5,0,0,
0,0,14,2020,20,,202020,"[]",5,0,0,
0,0,15,2020,20,,202020,"[]",5,0,0,
0,0,16,2020,20,,202020,"[]",5,0,0,
0,0,17,2020,20,,202020,"[]",5,0,0,
0,0,18,2020,21,,202021,"[]",5,0,0,
0,0,19,2020,21,,202021,"[]",5,0,0,
0,0,20,2020,21,,202021,"[]",5,0,0,
0,0,21,2020,21,,202021,"[]",5,0,0,
0,0,22,2020,21,,202021,"[]",5,0,0,
0,0,23,2020,21,,202021,"[]",5,0,0,
0,0,24,2020,21,,202021,"[]",5,0,0,
0,0,25,2020,22,,202022,"[]",5,0,0,
0,0,26,2020,22,,202022,"[]",5,0,0,
0,0,27,2020,22,,202022,"[]",5,0,0,
0,0,28,2020,22,,202022,"[]",5,0,0,
0,0,29,2020,22,,202022,"[]",5,0,0,
0,0,30,2020,22,,202022,"[]",5,0,0,
0,0,31,2020,22,,202022,"[]",5,0,0,
0,0,1,2020,23,,202023,"[]",6,0,0,
0,0,2,2020,23,,202023,"[]",6,0,0,
0,0,3,2020,23,,202023,"[]",6,0,0,
0,0,4,2020,23,,202023,"[]",6,0,0,
0,0,5,2020,23,,202023,"[]",6,0,0,
0,0,6,2020,23,,202023,"[]",6,0,0,
0,0,7,2020,23,,202023,"[]",6,0,0,
0,0,8,2020,24,,202024,"[]",6,0,0,
0,0,9,2020,24,,202024,"[]",6,0,0,
0,0,10,2020,24,,202024,"[]",6,0,0,
0,0,11,2020,24,,202024,"[]",6,0,0,
0,0,12,2020,24,,202024,"[]",6,0,0,
0,0,13,2020,24,,202024,"[]",6,0,0,
0,0,14,2020,24,,202024,"[]",6,0,0,
0,0,15,2020,25,,202025,"[]",6,0,0,
0,0,16,2020,25,,202025,"[]",6,0,0,
0,0,17,2020,25,,202025,"[]",6,0,0,
0,0,18,2020,25,,202025,"[]",6,0,0,
0,0,19,2020,25,,202025,"[]",6,0,0,
0,0,20,2020,25,,202025,"[]",6,0,0,
0,0,21,2020,25,,202025,"[]",6,0,0,
0,0,22,2020,26,,202026,"[]",6,0,0,
0,0,23,2020,26,,202026,"[]",6,0,0,
0,0,24,2020,26,,202026,"[]",6,0,0,
0,0,25,2020,26,,202026,"[]",6,0,0,
0,0,26,2020,26,,202026,"[]",6,0,0,
0,0,27,2020,26,,202026,"[]",6,0,0,
0,0,28,2020,26,,202026,"[]",6,0,0,
0,0,29,2020,27,,202027,"[]",6,0,0,
0,0,30,2020,27,,202027,"[]",6,0,0,
0,0,1,2020,27,,202027,"[]",7,0,0,
0,0,2,2020,27,,202027,"[]",7,0,0,
0,0,3,2020,27,,202027,"[]",7,0,0,
0,0,4,2020,27,,202027,"[]",7,0,0,
0,0,5,2020,27,,202027,"[]",7,0,0,
0,0,6,2020,28,,202028,"[]",7,0,0,
0,0,7,2020,28,,202028,"[]",7,0,0,
0,0,8,2020,28,,202028,"[]",7,0,0,
0,0,9,2020,28,,202028,"[]",7,0,0,
0,0,10,2020,28,,202028,"[]",7,0,0,
0,0,11,2020,28,,202028,"[]",7,0,0,
0,0,12,2020,28,,202028,"[]",7,0,0,
0,0,13,2020,29,,202029,"[]",7,0,0,
0,0,14,2020,29,,202029,"[]",7,0,0,
0,0,15,2020,29,,202029,"[]",7,0,0,
0,0,16,2020,29,,202029,"[]",7,0,0,
0,0,17,2020,29,,202029,"[]",7,0,0,
0,0,18,2020,29,,202029,"[]",7,0,0,
0,0,19,2020,29,,202029,"[]",7,0,0,
0,0,20,2020,30,,202030,"[]",7,0,0,
0,0,21,2020,30,,202030,"[]",7,0,0,
0,0,22,2020,30,,202030,"[]",7,0,0,
0,0,23,2020,30,,202030,"[]",7,0,0,
0,0,24,2020,30,,202030,"[]",7,0,0,
0,0,25,2020,30,,202030,"[]",7,0,0,
0,0,26,2020,30,,202030,"[]",7,0,0,
0,0,27,2020,31,,202031,"[]",7,0,0,
0,0,28,2020,31,,202031,"[]",7,0,0,
0,0,29,2020,31,,202031,"[]",7,0,0,
0,0,30,2020,31,,202031,"[]",7,0,0,
0,0,31,2020,31,,202031,"[]",7,0,0,
0,0,1,2020,31,,202031,"[]",8,0,0,
0,0,2,2020,31,,202031,"[]",8,0,0,
0,0,3,2020,32,,202032,"[]",8,0,0,
0,0,4,2020,32,,202032,"[]",8,0,0,
0,0,5,2020,32,,202032,"[]",8,0,0,
0,0,6,2020,32,,202032,"[]",8,0,0,
0,0,7,2020,32,,202032,"[]",8,0,0,
0,0,8,2020,32,,202032,"[]",8,0,0,
0,0,9,2020,32,,202032,"[]",8,0,0,
0,0,10,2020,33,,202033,"[]",8,0,0,
0,0,11,2020,33,,202033,"[]",8,0,0,
0,0,12,2020,33,,202033,"[]",8,0,0,
0,0,13,2020,33,,202033,"[]",8,0,0,
0,0,14,2020,33,,202033,"[]",8,0,0,
0,0,15,2020,33,,202033,"[]",8,0,0,
0,0,16,2020,33,,202033,"[]",8,0,0,
0,0,17,2020,34,,202034,"[]",8,0,0,
0,0,18,2020,34,,202034,"[]",8,0,0,
0,0,19,2020,34,,202034,"[]",8,0,0,
0,0,20,2020,34,,202034,"[]",8,0,0,
0,0,21,2020,34,,202034,"[]",8,0,0,
0,0,22,2020,34,,202034,"[]",8,0,0,
0,0,23,2020,34,,202034,"[]",8,0,0,
0,0,24,2020,35,,202035,"[]",8,0,0,
0,0,25,2020,35,,202035,"[]",8,0,0,
0,0,26,2020,35,,202035,"[]",8,0,0,
0,0,27,2020,35,,202035,"[]",8,0,0,
0,0,28,2020,35,,202035,"[]",8,0,0,
0,0,29,2020,35,,202035,"[]",8,0,0,
0,0,30,2020,35,,202035,"[]",8,0,0,
0,0,31,2020,36,,202036,"[]",8,0,0,
0,0,1,2020,36,,202036,"[]",9,0,0,
0,0,2,2020,36,,202036,"[]",9,0,0,
0,0,3,2020,36,,202036,"[]",9,0,0,
0,0,4,2020,36,,202036,"[]",9,0,0,
0,0,5,2020,36,,202036,"[]",9,0,0,
0,0,6,2020,36,,202036,"[]",9,0,0,
0,0,7,2020,37,,202037,"[]",9,0,0,
0,0,8,2020,37,,202037,"[]",9,0,0,
0,0,9,2020,37,,202037,"[]",9,0,0,
0,0,10,2020,37,,202037,"[]",9,0,0,
0,0,11,2020,37,,202037,"[]",9,0,0,
0,0,12,2020,37,,202037,"[]",9,0,0,
0,0,13,2020,37,,202037,"[]",9,0,0,
0,0,14,2020,38,,202038,"[]",9,0,0,
0,0,15,2020,38,,202038,"[]",9,0,0,
0,0,16,2020,38,,202038,"[]",9,0,0,
0,0,17,2020,38,,202038,"[]",9,0,0,
0,0,18,2020,38,,202038,"[]",9,0,0,
0,0,19,2020,38,,202038,"[]",9,0,0,
0,0,20,2020,38,,202038,"[]",9,0,0,
0,0,21,2020,39,,202039,"[]",9,0,0,
0,0,22,2020,39,,202039,"[]",9,0,0,
0,0,23,2020,39,,202039,"[]",9,0,0,
0,0,24,2020,39,,202039,"[]",9,0,0,
0,0,25,2020,39,,202039,"[]",9,0,0,
0,0,26,2020,39,,202039,"[]",9,0,0,
0,0,27,2020,39,,202039,"[]",9,0,0,
0,0,28,2020,40,,202040,"[]",9,0,0,
0,0,29,2020,40,,202040,"[]",9,0,0,
0,0,30,2020,40,,202040,"[]",9,0,0,
0,0,1,2020,40,,202040,"[]",10,0,0,
0,0,2,2020,40,,202040,"[]",10,0,0,
0,0,3,2020,40,,202040,"[]",10,0,0,
0,0,4,2020,40,,202040,"[]",10,0,0,
0,0,5,2020,41,,202041,"[]",10,0,0,
0,0,6,2020,41,,202041,"[]",10,0,0,
0,0,7,2020,41,,202041,"[]",10,0,0,
0,0,8,2020,41,,202041,"[]",10,0,0,
0,0,9,2020,41,,202041,"[]",10,0,0,
0,0,10,2020,41,,202041,"[]",10,0,0,
0,0,11,2020,41,,202041,"[]",10,0,0,
0,0,12,2020,42,,202042,"[]",10,0,0,
0,0,13,2020,42,,202042,"[]",10,0,0,
0,0,14,2020,42,,202042,"[]",10,0,0,
0,0,15,2020,42,,202042,"[]",10,0,0,
0,0,16,2020,42,,202042,"[]",10,0,0,
0,0,17,2020,42,,202042,"[]",10,0,0,
0,0,18,2020,42,,202042,"[]",10,0,0,
0,0,19,2020,43,,202043,"[]",10,0,0,
0,0,20,2020,43,,202043,"[]",10,0,0,
0,0,21,2020,43,,202043,"[]",10,0,0,
0,0,22,2020,43,,202043,"[]",10,0,0,
0,0,23,2020,43,,202043,"[]",10,0,0,
0,0,24,2020,43,,202043,"[]",10,0,0,
0,0,25,2020,43,,202043,"[]",10,0,0,
0,0,26,2020,44,,202044,"[]",10,0,0,
0,0,27,2020,44,,202044,"[]",10,0,0,
0,0,28,2020,44,,202044,"[]",10,0,0,
0,0,29,2020,44,,202044,"[]",10,0,0,
0,0,30,2020,44,,202044,"[]",10,0,0,
0,0,31,2020,44,,202044,"[]",10,0,0,
0,0,1,2020,44,,202044,"[]",11,0,0,
0,0,2,2020,45,,202045,"[]",11,0,0,
0,0,3,2020,45,,202045,"[]",11,0,0,
0,0,4,2020,45,,202045,"[]",11,0,0,
0,0,5,2020,45,,202045,"[]",11,0,0,
0,0,6,2020,45,,202045,"[]",11,0,0,
0,0,7,2020,45,,202045,"[]",11,0,0,
0,0,8,2020,45,,202045,"[]",11,0,0,
0,0,9,2020,46,,202046,"[]",11,0,0,
0,0,10,2020,46,,202046,"[]",11,0,0,
0,0,11,2020,46,,202046,"[]",11,0,0,
0,0,12,2020,46,,202046,"[]",11,0,0,
0,0,13,2020,46,,202046,"[]",11,0,0,
0,0,14,2020,46,,202046,"[]",11,0,0,
0,0,15,2020,46,,202046,"[]",11,0,0,
0,0,16,2020,47,,202047,"[]",11,0,0,
0,0,17,2020,47,,202047,"[]",11,0,0,
0,0,18,2020,47,,202047,"[]",11,0,0,
0,0,19,2020,47,,202047,"[]",11,0,0,
0,0,20,2020,47,,202047,"[]",11,0,0,
0,0,21,2020,47,,202047,"[]",11,0,0,
0,0,22,2020,47,,202047,"[]",11,0,0,
0,0,23,2020,48,,202048,"[]",11,0,0,
0,0,24,2020,48,,202048,"[]",11,0,0,
0,0,25,2020,48,,202048,"[]",11,0,0,
0,0,26,2020,48,,202048,"[]",11,0,0,
0,0,27,2020,48,,202048,"[]",11,0,0,
0,0,28,2020,48,,202048,"[]",11,0,0,
0,0,29,2020,48,,202048,"[]",11,0,0,
0,0,30,2020,49,,202049,"[]",11,0,0,
0,0,1,2020,49,,202049,"[]",12,0,0,
0,0,2,2020,49,,202049,"[]",12,0,0,
0,0,3,2020,49,,202049,"[]",12,0,0,
0,0,4,2020,49,,202049,"[]",12,0,0,
0,0,5,2020,49,,202049,"[]",12,0,0,
0,0,6,2020,49,,202049,"[]",12,0,0,
0,0,7,2020,50,,202050,"[]",12,0,0,
